id,es,en,pt,fr
7_3_35,"Si eso es lo que tú dices, así será.","If that's what you say, so be it.","Se você está dizendo isso, que assim seja.","Si tu le dis, ainsi soit-il."
7_3_36,Lo que quedó de la familia Tepes murió junto a su castillo.,What was left of the Tepes family died with their castle.,O que restou da família Tepes morreu junto de seu castelo.,Ce qui restait de la famille Tepes est mort dans leur château.
7_4_0,Varios meses después...,Several months later...,Vários meses depois...,Plusieurs mois plus tard...
7_4_1,"Para nosotros los alquimistas, el poder se sustenta con el conocimiento.","For us alchemists, power is sustained with knowledge.","Para nós, alquimistas, o poder é sustentado pelo conhecimento.","pour nous, Alchimistes, le pouvoir est soutenu par la connaissance."
7_4_2,Nuestro mayor entendimiento sobre las leyes físicas y químicas del mundo...,Our greater understanding of the physical and chemical laws of the world...,Nosso maior entendimento sobre as leis da física e da química do mundo...,Notre plus grande compréhension des lois physiques et chimiques de ce monde...
7_4_3,Permite que podamos usar la [magia] a niveles nunca antes experimentados por los antiguos magos.,It allows us to use [magic] at levels never before experienced by ancient magicians.,Permite que possamos usar a [magia] a níveis nunca antes experimentados pelos antigos magos.,Nous permet d'utiliser la [magie] à des niveaux jamais atteints par les anciens magiciens.
7_4_4,"Por ejemplo, alguien que por instinto puede manipular el fuego...","For example, someone who by instinct can manipulate fire...","Por exemplo, alguém que por instinto possa controlar as chamas...","Par exemple, quelqu'un qui peut manipuler le feu instinctivement..."
7_4_5,Estaría en desventaja contra alguien que sepa dominar los elementos químicos del aire.,I would be at a disadvantage against someone who knows how to master the chemical elements in the air.,Estaria em desvantagem contra alguém que saiba como dominar os elementos químicos presentes no ar.,Je serais désavantagée contre quelqu'un qui maitriserait les éléments chimiques de l'air.
7_4_6,"Con solo eliminar todo el oxígeno de un lugar haría que esa persona manipuladora del fuego, pierda.",Just removing all the oxygen from a place would make that fire manipulator lose.,Apenas remover todo o oxigênio de um lugar faria esse manipulador das chamas ser derrotado.,Rien que de retirer tout l'oxygène d'un endroit suffirait à faire perdre un manipulateur du feu.
7_4_7,La alquimia nació cuando los antiguos magos aplicaron su conocimiento científico en la magia.,Alchemy was born when ancient magicians applied their scientific knowledge to magic.,A alquimia nasceu quando os antigos magos aplicaram seu conhecimento científico à magia.,L'alchimie est née quand les anciens magiciens ont appliqué leur science à la magie.
7_4_8,"Por lo tanto, ese conocimiento es crucial en la evolución de un Alquimista.","Therefore, this knowledge is crucial in the evolution of an Alchemist.","Por outro lado, esse conhecimento é crucial para a evolução de um alquimista.","Donc, cette connaissance est cruciale pour l'évolution d'un Alchimiste."
7_4_9,"Después de haber completado mi misión en Transilvania, tal como me habían dicho...","After having completed my mission in Transylvania, as I had been told...","Depois de ter completado minha missão na Transilvânia, conforme me foi dito...","Après avoir complété ma mission en Transylvanie, conformément à ce que l'on m'a demandé."
7_4_10,Pude obtener el privilegio de ascender a Alquimista Oficial de La Orden.,I was able to obtain the privilege of being promoted to Official Alchemist of The Order.,Pude obter o privilégio de ser promovida à posição de Alquimista Oficial da Ordem.,J'ai obtenue le privilège d'être promue Alchimiste officiel de l'Ordre.
7_4_11,"Con este rango trabajo para las misiones mejor pagadas, además de obtener varios privilegios.","With this rank I work for the best paid missions, in addition to obtaining several privileges.","Com essa posição, trabalho nas missões mais bem pagas, e também obtenho vários privilégios.","Avec ce rang j'accomplis les missions les mieux payées, en plus d'obtenir des privilèges."
7_4_12,Entre estos privilegios está el poder acceder a la biblioteca privada de La Orden.,Among these privileges is access to the Order's private library.,Entre estes privilégios está o poder de acessar a biblioteca privada da Ordem.,"Parmis ceux-ci, j'ai accès à la bibliothèque privée de l'Ordre."
7_4_13,He pasado meses aprendiendo sobre ese poder que experimenté en mi lucha contra Anastasia Tepes.,I have spent months learning about that power I experienced in my fight against Anastasia Tepes.,Passei meses aprendendo sobre aquele poder que experimentei em minha luta contra Anastasia Tepes.,J'ai passé des mois à étudier le pouvoir que j'ai expérimenté en combattant Anastasia Tepes.
7_4_14,La manipulación de la sangre gracias a la minúscula cantidad de hierro por cada gota.,The manipulation of the blood thanks to the minuscule amount of iron per drop.,"A manipulação do sangue, graças à minúscula quantidade de ferro em cada gota.",La manipulation du sang grâce aux minuscules atomes de fer contenues dans une goutte.
7_4_15,Este poder me abre un abanico de oportunidades para lograr mis objetivos.,This power opens up a range of opportunities for me to achieve my goals.,Esse poder me abriu um leque de oportunidades para atingir meus objetivos.,Cette puissance m'ouvre les portes à des opportunités pour réaliser mes objectifs.
7_4_16,"Además, gracias a este rango he logrado enterarme de los ataques realizados por cierta organización.",Thanks to this rank I have managed to learn about attacks carried out by a certain organization.,Graças à essa posição eu pude aprender sobre ataques realizados por uma certa organização.,Grâce à ce rang j'ai pu en apprendre plus sur les attaques menées par une certaine organisation.
7_4_17,"Una organización que, según recuerdo, buscaba crear al alquimista de hierro definitivo.","An organization that, as I recall, sought to create the ultimate iron alchemist.","Uma organização que, segundo me recordo, buscava criar o alquimista deferro definitivo.","Une organisation qui, si je me souviens bien, cherchait à crée l'Alchimiste du fer ultime."
7_4_18,El motivo nadie lo sabe.,Nobody knows the reason.,Ninguém sabe o motivo por trás disso.,Personne ne sait pourquoi.
7_4_19,"Y para lograr su objetivo, atacan a pueblos indefensos y secuestran a niños...","To achieve their goal, they attack defenseless villages and kidnap children...","E para alcançar esse objetivo, atacavam aldeias indefesas e raptavam crianças...","Pour atteindre leur objectif, ils attaquent des villages et kidnappent les enfants..."
7_4_20,"Para entrenarlos y convertirlos en sus títeres, aunque [entrenamiento] no es la palabra adecuada.","To train them and turn them into his puppets, although [training] is not the right word.","Para treinar e converter elas em suas marionetes, embora [treinar] não seja a palavra correta aqui.","Afin de les entrainer et les changer en marionettes, bien qu'[entrainer] n'est pas le bon mot."
7_4_21,Son sometidos a torturas y crueles experimentos para crear ese alquimista especial.,They are subjected to torture and cruel experiments to create that special alchemist.,Eram cometidas torturas e experimentos crueis para criar esse alquimista especial.,Ils sont sujets à la torture et aux expériences cruelles visant à créer cet Alchimiste.
7_4_22,"Aunque ningún niño logró sobrevivir, excepto yo.","No child survives, though. But I was the exception...",Nenhuma criança sobreviveu. Eu fui uma exceção...,Aucun enfant n'a survécu cela dit. Mais j'étais l'exception...
7_4_23,"Ellos destruyeron mi hogar, asesinaron a mi familia y me hicieron vivir un infierno...","They destroyed my home, murdered my family and made me live through hell...","Eles destruíram meu lar, assassinaram a minha família, e me fizeram viver um inferno...","Ils ont détruit ma maison, assassiné ma famille et fait vivre un enfer..."
7_4_24,Y ahora yo vivo solo para lograr mi venganza.,And now I live only to get my revenge.,E agora... eu vivo apenas para obter minha vingança.,"Et maintenant, je ne vis que pour ma vengeance."
devletter1,"Una vez que has pasado el juego, escribe [DEMONKILLER] para jugar en una dificultad mayor.","Once you have passed the game, type [DEMONKILLER] to play on a higher difficulty.","Ao ter terminado o jogo, digite [DEMONKILLER] para jogar em uma dificuldade maior.","Après avoir terminé le jeu, tapez [DEMONKILLER]pour jouer dans une difficulté plus élevée."
devletter2,"Hola soy Danny Garay, único desarrollador de Toziuha Night.","Hi, I'm Danny Garay, sole developer of Toziuha Night.","Olá, sou Danny Garay, o desenvolvedor solo de Toziuha Night.","Bonjour, je suis Danny Garay, seul développeur de Toziuha Night."
devletter3,"Este es mi primer juego completo de paga en tiendas importantes, así que agradezco tu compra.","This is my first full paid set at major stores, so I appreciate your purchase.","Este é o meu primeiro jogo pago e completo nas principais lojas, por isso agradeço a sua compra.","C'est mon premier jeu mis en vente sur des magasins majeurs, j'apprécie grandement votre achat."
devletter4,"O tal vez recibiste una clave de descarga de mi parte, tu apoyo compartiendolo es de mucha ayuda.","Or maybe you received a download key from me, your support in sharing it's very helpful.","Ou talvez tenha recebido uma chave de acesso de minha parte, e sua ajuda em divulgar é apreciada.","Ou bien avez vous reçu une clé de téléchargement de ma part, votre aide et partage ont beaucoup aidé."
devletter4_2,También quiero agradecer a todas las personas me apoyan con sus donaciones en ko-fi <3,I also want to thank all the people who support me with their donations in ko-fi <3,Também quero agradecer a todas as pessoas que me apoiaram com suas doações no ko-fi <3,J'aimerais aussi remercier toutes les personnes qui m'ont aidé par leur donations sur ko-fi <3
devletter5,"En este proyecto he aplicado tantas cosas que me gustan (anime, juegos, música). Espero que te haya entretenido.","In this project I have applied so many things I like (anime, games, music). I hope you enjoyed it.","Neste projeto eu apliquei muitas coisas que gosto (animes, games, músicas). Espero que tenham gostado.","Dans ce projet, j'ai utilisé beaucoup de choses que j'aime (animés, jeux, musique). J'espère que cela vous à plu."
devletter6,Soy fan de CV así que este juego es una pequeña pila de referencias.,I'm a fan of CV so this game is a little pile of references.,Sou um fã de CV então este jogo é uma pequena pilha de referências.,Je suis un fan de Castlevania alors ce jeu est une petite pile de références.
devletter7,Con este proyecto espero seguir financiando mi metroidvania en desarrollo.,With this project I hope to continue funding my metroidvania in development.,Com este projeto espero seguir financiando meu metroidvania em desenvolvimento.,Avec ce projet j'espère continuer de financer mon metroidvania en développement.
devletter8,"Será un juego muy diferente y original, eso espero lol.","It will be a very different and original game, I hope so lol.",Será um jogo bastante diferente e original... pelo menos espero lol.,Cela sera un jeu très différent et original...du moins je l'espères lol.
devletter9,Sigue las redes sociales del juego para acompañarme en esta aventura como desarrollador indie.,Follow the game's social networks to join me in this adventure as an indie developer.,Sigam as redes sociais do jogo para acompanhar essa minha aventura como desenvolvedor indie.,Suivez les réseaux sociaux du jeu pour me rejoindre dans cette aventure en tant que développeur indé.
devletter10,Y nos vemos en Toziuha Night: Order of the Alchemists.,And see you in Toziuha Night: Order of the Alchemists.,E nos vemos em Toziuha Night: Order of the Alchemists.,Et à bientôt dans Toziuha Night: Ordre of the Alchemists.
thiswillcontinue,Esta historia continuará en: Toziuha Night: Order of the Alchemists.,This story will continue in: Toziuha Night: Order of the Alchemists.,,
