keys,es,en,pt_BR,zh_CN
DLG31_1758213678,Así que me recomendó venir aquí y leer varios libros para poder mejorar mis habilidades.,So she recommended that I come here and read several books to improve my skills.,Então ela me recomendou que viesse aqui e lesse vários livros para aprimorar minhas habilidades.,所以她建议我来这里读几本书，提升一下自己的本事。
DLG32_1758213678,Ya veo...,I see...,Entendo…,这样啊……
DLG35_1758213678,Aprovecharé para [color=yellow]leer algunos libros[/color] del estante que está a la izquierda.,I'll take this opportunity to [color=yellow]read some books[/color] from the shelf on the left.,Vou aproveitar esta oportunidade para [color=yellow]ler alguns livros[/color] da prateleira à esquerda.,那我就趁这个机会，去左边书架那边[color=yellow]看几本书[/color]。
CHECKMARIMBA1,Qué rayos es esta cosa...,What the heck is this thing...,Que diabos é isso...? ,这鬼东西到底是什么……
CHECKMARIMBA2,Parece un piano... ¿pero es de madera? No entiendo...,It looks like a piano... but it’s made of wood? I don't understand...,Parece um piano... mas é feito de madeira? Não entendo…,看起来像钢琴……可它居然是木头做的？我搞不明白……
CHECKMARIMBA3,Esto... se parece a lo que está ilustrado en el libro que me dio aquella anciana...,This... looks like what's illustrated in the book that old lady gave me...,Isso... parece com o que está ilustrado no livro que aquela senhora me deu…,这个……看起来和那位老太太给我的书里画的东西很像……
CHECKMARIMBA4,Así que esto es una marimba...,So this is a marimba...,"Então, isto é uma marimba... ",所以这就是马林巴琴……
CHECKMARIMBA5,"El Libro contiene información sobre como leer notación musical, además de partituras para tocar en este instrumento...","The book contains information on how to read musical notation, as well as sheet music for playing this instrument...","O livro contém informações sobre como ler partituras musicais, bem como partituras para tocar este instrumento... ",书里记载了如何阅读乐谱，也附上了演奏这件乐器的曲谱……
CHECKMARIMBA6,Tal vez pueda echarle un vistazo a esta cosa...,Maybe I can take a look at this thing...,Talvez eu possa dar uma olhada nisso... ,也许我可以试着看看这个东西……
CHECKMARIMBA7,Qué hago ahora...,What do I do now...,O que eu faço agora…,现在该怎么办……
CHECKMARIMBA8,Tocar instrumento libremente,Play the instrument freely,Tocar o instrumento livremente,自由演奏
CHECKMARIMBA9,Tocar partitura del libro,Play the sheet music,Tocar a música da partitura,演奏乐谱
CHECKMARIMBA10,Toca las notas indicadas cuando estén sobre la línea celeste.,Play the notes indicated when they are on the blue line.,Tocar as notas indicadas quando estiverem na linha azul.,在音符位于蓝线上时弹出对应的音。
CHECKMARIMBA11,No tocar,Don't play,Não tocar,不演奏
JOHANNES2NDPHASEDLG1,Basta de juegos.,Enough games.,Chega de jogos.,游戏到此为止。
JOHANNES2NDPHASEDLG2,Te mostraré lo que es ser un verdadero controlador de la sangre.,I'll show you what it means to be a true blood controller.,Te mostrarei o que significa ser um verdadeiro controlador de sangue.,我会让你见识一下，真正的控血者意味着什么。
DLG3_1759940937,¡Johannes!,Johannes!,Johannes!,约翰内斯！
DLG4_1759940937,Te has tardado bastante Xandria.,"You've taken long enough, Xandria.",Te atrasei bastante Xandria.,你来得可真够慢的，珊德莉雅。
DLG5_1759940937,Serás testigo del poder del milagro. Hoy el Opus Magnum se manifestará y me otorgará el poder que merezco.,"You will witness the power of the miracle. Today, the Opus Magnum will manifest itself and grant me the power I deserve.","Você testemunhará o poder do milagre. Hoje, a Opus Magnum se manifestará e me concederá o poder que mereço.",你将亲眼见识奇迹的力量。今天，至高杰作将真正显现，并把我应得的力量赐予我。
DLG6_1759940937,Maldito bastardo...,Damn bastard...,Maldito…,你这狗杂种……
DLG7_1759940937,"Solo eres un hombre sin corazón, no te mereces absolutamente nada.",You're just a heartless man. You deserve absolutely nothing.,"Você é um homem sem coração, não merece absolutamente nada.",你不过是个没有心的男人。你根本不配拥有任何东西。
DLG8_1759940937,Y yo seré quién ponga fin a tu miserable existencia.,And I will be the one to end your miserable existence.,E serei eu quem dará fim à sua existência miserável.,而终结你这条可悲性命的人，会是我。
DLG9_1759940937,"Solo hablas y hablas de acabar conmigo, ¿por que tanta necesad? ¿por qué luchas?","You just talk and talk about finishing me off, why so desperate? Why are you fighting?","Você só fala e fala em acabar comigo, por que tanto desespero? Por que você está lutando?",你嘴里翻来覆去都是要了结我，为什么这么拼命？你究竟为什么而战？
DLG12_1759940937,Yo...,I...,Eu…,我……
DLG15_1759940937,¡Lucho para vengarme!,I'm fighting for revenge!,Eu estou lutando por vingança!,我是为了复仇而战！
DLG16_1759940937,"¡He vivido para este momento, y devolverte todo el daño que me has hecho!","I've lived for this moment, to pay you back for all the harm you've done to me!","Vivi para este momento, e para te retribuir por todo o mal que me fez!",我就是为了这一刻而活，我要把你施加在我身上的一切伤害统统还给你！
DLG17_1759940937,Maravilloso...,Wonderful...,Maravilhoso... ,真精彩……
DLG18_1759940937,Sigues siendo la misma niña estúpida.,You're still the same stupid girl.,Você continua sendo a mesma garota estúpida. ,你还是和以前一样愚蠢。
DLG21_1759940937,¡Lucho por hacerte pagar por tus crímenes!,I fight to make you pay for your crimes!,Lutarei para que você pague pelos seus crimes!,我战斗，是为了让你为自己的罪行付出代价！
DLG22_1759940937,"Oh, ¿en serio? ¿Quién te crees que eres?","Oh, really? Who do you think you are?","Ah, é mesmo? Quem você pensa que é?",哦，真的？你以为你自己算什么东西？
DLG23_1759940937,"Alguien que ha sufrido tanto, que no desea que otra persona inocente pase por lo mismo.",Someone who has suffered so much that she doesn't want another innocent person to go through the same thing.,Alguém que sofreu tanto que não quer que outra pessoa inocente passe pela mesma coisa.,一个痛苦到不愿再让任何无辜者经历同样命运的人。
DLG24_1759940937,Que cursilerías estás diciendo...,What corny things you're saying...,Que bobagem piegas você está dizendo...,说得可真煽情……
DLG27_1759940937,¡Lucho por aquellos inocentes que merecen ver otro día amanecer!,I fight for those innocent people who deserve to see another day dawn!,Eu luto por aquelas pessoas inocentes que merecem ver o amanhecer de um novo dia!,我战斗，是为了那些理应还能看到明天曙光的无辜之人！
DLG28_1759940937,Por aquellos de los que te has aprovechado.,For those you've taken advantage of.,Para aqueles de quem você se aproveitou.,为了那些被你利用过的人。
DLG29_1759940937,Por aquellos a los que has utilizado y desechado como simples herramientas.,For those you've used and discarded like mere tools.,Para aqueles que você usou e descartou como meras ferramentas.,为了那些被你像工具一样用完就丢的人。
DLG30_1759940937,Y también por mi hermano... por Nana... y todos los que desean un mundo mejor.,"And also for my brother... For Nana, Elisia, and all those who want a better world.","E também pelo meu irmão... por Nana, Elisia… e por todos aqueles que desejam um mundo melhor.",也为了我的哥哥……为了娜娜、艾莉西亚，还有所有想要一个更好世界的人。
DLG33_1759940937,Qué importa de todas formas...,What does it matter anyway...,"Afinal, que diferença faz…",那又有什么意义呢……
DLG34_1759940937,Has llegado demasiado tarde.,You're too late.,Você chegou tarde demais.,你已经太迟了。
DLG35_1759940937,Tuve el tiempo suficiente para [color=yellow]poder controlar el circuito base para el cambio de dominio de elemento.[/color],I had enough time to [color=yellow]control the base circuit for the elemental domain change.[/color],Tive tempo suficiente para [color=yellow]controlar o circuito base para a mudança de domínio elementar.[/color],我已经有足够的时间去[color=yellow]控制那枚用于元素支配变更的原始回路。[/color]
DLG36_1759940937,¿La bendición de Ixquic?,Ixquic's blessing?,A bênção de Ixquic?,伊克斯奎克的赐福？
DLG37_1759940937,"Así es, ahora con el cambio de elemento, [color=yellow]puedo controlar el hierro.[/color]","That's right. Now with the element change, [color=yellow]I can control iron.[/color]","Isso mesmo, agora com a mudança de elemento, [color=yellow]eu posso controlar o ferro.[/color]",没错。如今借由元素变更，[color=yellow]我已经能够操纵铁了。[/color]
DLG38_1759940937,"Aquel ""hermano"" tuyo ya no me es necesario y tampoco tú.","I no longer need that “brother” of yours, nor do I need you.","Eu não preciso mais desse seu ""irmão"", nem de você. ",我已经不再需要你那个“哥哥”，也不再需要你了。
DLG39_1759940937,"Al final, si uno quiere que las cosas salgan bien, uno mismo debe hacerlo.","In the end, if you want things to turn out right, you have to do it yourself.","No fim das contas, se você quer que as coisas deem certo, você tem que fazer você mesmo.",到头来，想让事情照自己希望的样子发展，还是只能亲自动手。
DLG2_1759940973,Es hora de terminar todo.,It's time to end everything.,Chegou a hora de acabar com tudo.,是时候了结这一切了。
DLG3_1759940973,Eso que has bebido es...,What you drank is...,O que você bebeu foi…,你刚才喝下去的……
DLG4_1759940973,Es lo que llamamos la [color=yellow]Sangre de Athos.[/color],It's what we call the [color=yellow]Blood of Athos.[/color],É o que chamamos de [color=yellow]Sangue de Athos.[/color],那就是我们所说的[color=yellow]阿托斯之血。[/color]
DLG5_1759940973,Sin importar el resultado de nuestra pelea...,Regardless of the outcome of our fight...,Independentemente do resultado da nossa luta... ,无论这场战斗的结果如何……
DLG7_1759940973,¡Tu muerte está asegurada!,Your death is assured!,Sua morte está assegurada! ,你的死都是注定的！
DLG8_1759940973,Maldito... ¿Hasta donde piensas llegar con esto?,Damn you... How far do you plan to take this?,Você é um desgraçado… Até onde pretende levar isso?,你这混账……你到底打算走到多疯狂的地步？
DLG2_1759956751,Esto no puede ser posible...,This can't be possible...,Isso não pode ser possível…,这不可能……
DLG3_1759956751,Yo debía ser vencedor...,I was supposed to be the victor...,Eu deveria ter sido o vencedor…,本该赢的人是我才对……
DLG4_1759956751,¡Muere de una maldita vez!,Just fucking die already!,Apenas morra de uma vez!,给我去死啊，赶紧死！
DLG8_1759956751,"Pero no importa, al final gano yo.","But it doesn't matter; in the end, I win.","Mas não importa, no final eu venço. ",不过无所谓了；到最后，赢的人还是我。
DLG9_1759956751,¿Eh?,Huh?,O que?,嗯？
DLG1_1759960392,¿¡Una explosion!?,An explosion!?,Uma explosão!?,爆炸！？
DLG2_1759960392,No...,No...,Não...,不……
DLG4_1759960392,¡El núcleo del demonio!,The demon's core!,O Núcleo Demoníaco!,恶魔核心！
DLG3_1760026992,"Al salir de la abadía, desde lo alto después de una extenuante batalla...","Upon leaving the abbey, from above after an exhausting battle...","Ao deixar a abadia, vindo das alturas após uma batalha exaustiva…",在经历那场艰苦的战斗、离开修道院之后，她从高处望见……
DLG4_1760026992,Xandria no podía creer lo que estaba viendo...,Xandria couldn't believe what she was seeing...,Xandria não conseguia acreditar no que estava vendo…,珊德莉雅简直不敢相信自己的眼睛……
DLG6_1760026992,"Una nube gigantezca en forma de hongo, arrastrando cenizas y desolación...","A giant mushroom cloud, trailing ash and desolation...","Uma gigantesca nuvem em forma de cogumelo, deixando um rastro de cinzas e desolação…",一朵巨大的蘑菇云拖着灰烬与荒芜腾空而起……
DLG7_1760026992,Amerithia y las ciudades a su alrededor fueron destruidas.,Amerithia and the surrounding cities were destroyed.,Amerithia e as cidades vizinhas foram destruídas.,阿美瑞西亚以及周边城市，全都被毁灭了。
DLG8_1760026992,Xandría ya no veía aquella ciudad por la que incontables veces pasó.,Xandria no longer saw the city she had passed through countless times.,Xandria já não via a cidade pela qual havia passado inúmeras vezes.,珊德莉雅再也看不见那座她曾无数次路过的城市。
DLG10_1760026992,Aquella noche...,That night...,Naquela noite…,就在那一夜……
DLG11_1760026992,Xandria fue testigo del poder aterrador del [color=yellow]Núcleo del demonio.[/color],Xandria witnessed the terrifying power of the [color=yellow]Demon Core.[/color],Xandria testemunhou o poder aterrador do [color=yellow]Núcleo Demoníaco.[/color],珊德莉雅亲眼见识到了[color=yellow]恶魔核心[/color]那骇人的力量。
DLG2_1760285442,Así que eras tú...,So it was you...,Então foi você…,原来真的是你……
DLG3_1760285442,¿Señora Isabel? ¿Qué pasa?,Ms. Isabel? What's wrong?,Senhora Isabel? O que houve?,伊莎贝尔女士？怎么了？
DLG4_1760285442,Esa melodía... la que has tocado...,That melody... the one you played...,Aquela melodia... aquela que você tocou…,那段旋律……就是你刚才弹奏的那一首……
DLG5_1760285442,No sé... solo estaba tocando lo que dice en este libro...,I don't know... I was just playing what it says in this book...,Não sei... Eu estava apenas seguindo as instruções deste livro…,我也不知道……我只是照着这本书上写的在弹……
DLG6_1760285442,¿Puedo verlo?,Can I see it?,Posso ver?,能给我看看吗？
DLG7_1760285442,Claro...,Sure...,Claro…,当然……
DLG8_1760285442,Ya veo... el autor de este libro fue un músico muy reconocido en nuestro pueblo hace muchos años...,I see... the author of this book was a well-known musician in our town many years ago...,Entendo... o autor deste livro era um músico muito conhecido em nossa cidade há muitos anos…,我明白了……这本书的作者，是很多年前我们镇上一位很有名的音乐家……
DLG9_1760285442,Un día decidió salir y explorar el mundo para hacer llegar su música a mucha más gente.,One day he decided to go out and explore the world to bring his music to many more people.,"Um dia, ele decidiu sair e explorar o mundo para levar sua música a muito mais pessoas.",有一天，他决定出门去探索世界，把自己的音乐带给更多的人。
DLG10_1760285442,Después de eso no supimos más de él.,"After that, we never heard from him again.","Depois disso, nunca mais tivemos notícias dele.",从那以后，我们就再也没有听到过他的消息。
DLG11_1760285442,Ya veo... qué pequeño puede resultar el mundo a veces...,I see... how small the world can be sometimes...,Entendo... como o mundo pode ser pequeno às vezes…,是吗……有时候这世界真是小得惊人……
DLG12_1760285442,Me han contado que tienes cuentas por arreglar con aquel hombre rubio...,I've been told that you have a score to settle with that blond man...,Me disseram que você tem contas a acertar com aquele loiro…,我听说，你和那个金发男人之间还有一笔账要算……
DLG13_1760285442,"Pero te veo aquí, desviandote de tu camino y has ayudado a muchas personas...","But I see you here, straying from your path and helping many people...","Mas eu vejo você aqui, desviando-se do seu caminho e ajudando muitas pessoas…",可我却看到你停下脚步，帮助了那么多人……
DLG14_1760285442,Definitivamente Dirián vio algo muy especial en ti...,Dirián definitely saw something very special in you...,Dirián certamente viu algo muito especial em você…,迪里安果然在你身上看到了某种非常特别的东西……
DLG15_1760285442,No sé que decir al respecto...,I don't know what to say about that...,Não sei o que dizer sobre isso…,关于这一点，我也不知道该说什么……
DLG16_1760285442,"Sígueme, tengo algo importante de lo que hablar contigo.","Follow me, I have something important to talk to you about.","Me siga, tenho algo importante para lhe contar.",跟我来吧，我有件重要的事要和你谈。
DLG2_1760304083,¿De qué quería hablarme?,What did you want to talk to me about?,Sobre o que você queria falar comigo?,你想和我谈什么？
DLG3_1760304083,Logré ver a Dirián durante sus ultimos momentos...,I managed to see Dirián during his last moments...,Consegui ver Dirián em seus últimos momentos…,我赶上了迪里安生命中的最后时刻……
DLG5_1760304083,Al menos tuve tiempo de despedirme...,At least I had time to say goodbye...,Pelo menos tive tempo de me despedir…,至少，我还有时间好好向他道别……
DLG6_1760304083,De verdad lo lamento...,I'm truly sorry...,Sinto muito mesmo…,我真的很遗憾……
DLG7_1760304083,¿Era Dirián un familiar suyo?,Was Dirián a relative of yours?,Dirián era seu parente?,迪里安是你的亲人吗？
DLG8_1760304083,"No, solamente eramos amigos de la infancia. Soy un poco mayor que él, así que fui para Dirián como una hermana mayor...","No, we were just childhood friends. I'm a little older than him, so I was like an older sister to Dirián...","Não, éramos apenas amigos de infância. Sou um pouco mais velha que ele, então eu era como uma irmã mais velha para o Dirián…",不，我们只是从小一起长大的朋友。我比他年长一些，所以对他来说，我更像是姐姐一样的人……
DLG9_1760304083,"Aun en sus últimos momentos no dejaba de sonreír, de verdad que fue un hombre tan único...","Even in his last moments, he never stopped smiling. He really was such a unique man...","Mesmo em seus últimos momentos, ele nunca parou de sorrir. Ele era realmente um homem único…",即使到了生命最后一刻，他也依然带着笑容。他真的是个与众不同的人……
DLG10_1760304083,También me contó cosas buenas de ti…,He also told me good things about you...,Ele também me falou coisas boas sobre você…,他也对我说了很多关于你的好话……
DLG11_1760304083,"Ahora estoy totalmente segura, que [color=yellow]tú eres ese rayo de esperanza que disipará la horrible oscuridad que se avecina.[/color]",Now I am absolutely certain that [color=yellow]you are the ray of hope that will dispel the horrible darkness that is coming.[/color],Agora tenho absoluta certeza de que [color=yellow]você é o raio de esperança que dissipará a terrível escuridão que está por vir.[/color],现在我已经无比确定，[color=yellow]你就是驱散即将降临的可怖黑暗的那一道希望之光。[/color]
DLG13_1760304083,¿A qué se refiere?,What do you mean?,O que você quer dizer?,你这话什么意思？
DLG14_1760304083,[color=yellow]La noche de los Toziuha[/color] se acerca.,[color=yellow]The Toziuha Night[/color] is approaching.,[color=yellow]A noite de Toziuha[/color] está se aproximando.,[color=yellow]托祖哈之夜[/color]即将来临。
DLG14B_1760304083,[color=yellow]La noche de los Toziuha[/color] ha llegado…,[color=yellow]The Toziuha Night[/color] has arrived...,[color=yellow]A noite de Toziuha[/color] chegou…,[color=yellow]托祖哈之夜[/color]已经降临……
DLG14C_1760304083,La puerta está abierta para que el demonio traiga el caos a nuestro mundo.,The door is open for the demon to bring chaos to our world.,A porta está aberta para o diabo trazer o caos ao nosso mundo.,那将是恶魔开启大门、把混乱带入我们世界的时刻。
DLG14D_1760304083,"Y será momento cuando la puerta se abra, permitiendo el paso al demonio que traerá caos a nuestro mundo.","And that will be the moment when the door opens, allowing the demon to pass through and bring chaos to our world.","E chegará o momento em que a porta se abrirá, permitindo que o demônio passe e traga o caos ao nosso mundo.",而就在那一刻，通路会被打开，恶魔将得以穿过大门，把混乱带入我们的世界。
DLG16_1760304083,No dejes que la ira te ciegue.,Don't let anger blind you.,Não deixe que a raiva te cegue.,别让愤怒蒙蔽了你的双眼。
DLG17_1760304083,La mayoría de los Toziuha son demonios astutos que buscan siempre el beneficio propio.,Most Toziuha are cunning demons who always seek their own benefit.,A maioria dos Toziuha são demônios astutos que sempre buscam seu próprio benefício.,大多数托祖哈都是狡诈的恶魔，永远只会为自己谋利。
DLG18_1760304083,¿La mayoría?,Most?,Maioria?,大多数？
DLG19_1760304083,Ellos son seres que provienen de un mundo diferente al nuestro.,They are beings who come from a world different from ours.,São seres que vêm de um mundo diferente do nosso.,他们是来自另一个世界的存在。
DLG20_1760304083,"Son seres que se alimentan de almas humanas, del sufrimiento de los mortales...","They are beings who feed on human souls, on the suffering of mortals...","São seres que se alimentam de almas humanas, do sofrimento dos mortais…",他们以人类的灵魂为食，以凡人的痛苦为食……
DLG21_1760304083,Pero no todos los Toziuha son iguales...,But not all Toziuha are the same...,Mas nem todos os Toziuha são iguais…,但并不是所有托祖哈都一样……
DLG22_1760304083,"Como sea, de todas formas no es el momento de discutir sobre eso...","Anyway, this is not the time to discuss that...","Enfim, este não é o momento para discutir isso…",无论如何，现在不是讨论这件事的时候……
DLG23_1760304083,El tiempo corre y aquel hombre rubio que hizo el pacto con el Toziuha debe ser detenido.,"Time is running out, and that blond man who made the pact with the Toziuha must be stopped.","O tempo está se esgotando, e aquele loiro que fez o pacto com os Toziuha precisa ser detido.",时间不多了。那个与托祖哈缔结契约的金发男人必须被阻止。
DLG24_1760304083,Espero que puedas cumplir con el último deseo de Dirián...,I hope you can fulfill Dirián's last wish...,Espero que você possa realizar o último desejo de Dirián…,希望你能实现迪里安最后的愿望……
DLG25_1760304083,Lo tendré en cuenta...,I'll keep that in mind...,Levarei em consideração...,我会记住这件事的……
DLG26_1760304083,Te deseo mucha suerte en tu misión.,I wish you the best of luck on your mission.,Desejo-lhe muita sorte em sua missão.,祝你在使命中一切顺利。
DLG2_1760304084,Esto es... ¿Un retrato tallado en madera?,This is... a portrait carved in wood?,Isto é... um retrato esculpido em madeira?,这是……一幅刻在木头上的肖像？
DLG3_1760304084,Simboliza a nuestra [color=yellow]Diosa Ixquic.[/color],It symbolizes our [color=yellow]Goddess Ixquic.[/color],Simboliza nossa [color=yellow]Deusa Ixquic.[/color],它象征着我们的[color=yellow]女神伊克斯奎克。[/color]
DLG4_1760304084,Guardiana del inframundo y madre de los dioses gemelos que mantuvieron nuestro mundo en equilibrio durante dos milenios.,Guardian of the underworld and mother of the twin gods who kept our world in balance for two millennia.,Guardiã do submundo e mãe dos deuses gêmeos que mantiveram o equilíbrio em nosso mundo por dois milênios.,她是冥界的守护者，也是那对曾让我们世界维持了两千年平衡的双子神之母。
DLG5_1760304084,"Pero el equilibrio se perdió, y en consecuencia, los Toziuha pudieron salir del inframundo.","But the balance was lost, and as a result, the Toziuha were able to escape from the underworld.","Mas o equilíbrio foi perdido e, como resultado, os Toziuha conseguiram escapar do submundo.",但平衡已经失落，因此托祖哈才得以从冥界逃脱。
DLG6_1760304084,"¿Guardiana del inframundo, eh?","Guardian of the underworld, huh?","Guardião do submundo, hein?",冥界守护者，是吗？
DLG9_1760304084,Hay un texto escrito en la parte inferior del retrato...,There is some text written at the bottom of the portrait...,Há um texto escrito na parte inferior do retrato…,肖像底部还写着一些文字……
DLG10_1760304084,[color=yellow]Ixquic desafió a los señores del Xibalbá con la única intención de degustar los frutos del árbol calavera.[/color],[color=yellow]Ixquic challenged the 12 lords of Xibalbá with the sole intention of tasting the calavera fruits.[/color],[color=yellow]Ixquic desafiou os 12 senhores de Xibalba com a única intenção de provar os frutos da calavera.[/color],[color=yellow]伊克斯奎克为了品尝骷髅果，向希巴尔巴的十二位领主发起了挑战。[/color]
DLGTRAGICENDTXT1,"Maldito, mereces arder eternamente...",Damn you. You deserve to burn forever...,"Seu maldito, você merece queimar para sempre...",你这混账。你就该永远在火里烧下去……
DLGTRAGICENDTXT2,"Por todo el dolor que me has provocado, debería hacerte sufrir más...","For all the pain you've caused me, I should make you suffer more...","Por toda a dor que você me causou, eu deveria fazer você sofrer ainda mais... ",你让我承受了这么多痛苦，我本该让你受更多折磨……
DLGTRAGICENDTXT3,¡Muere!,Die!,Morra!,去死吧！
DLGTRAGICENDTXT4,"Ja, ja, ja...","Ha, ha, ha...","Ha, ha, ha...",哈哈哈……
DLGTRAGICENDTXT5,¿De qué te ríes imbécil?,"What are you laughing at, you idiot?","Do que você está rindo, idiota?",你在笑什么，白痴？
DLGTRAGICENDTXT6,Mi plan hubiera sido perfecto si te mataba...,My plan would have been perfect if I had killed you...,Meu plano teria sido perfeito se eu tivesse te matado…,只要我杀了你，我的计划本该天衣无缝……
DLG5_1760394027,¿Eh? Qué está pasando...,Huh? What's going on...,Hã? O que está acontecendo...?,嗯？这是怎么回事……
DLG6_1760394027,Así que eres la mortal que me ofrece tributo...,So you're the mortal offering tribute...,Então você é o mortal que oferece tributo…,所以，你就是前来献上贡品的凡人……
DLG8_1760394027,¿Ah? Hay una voz sonando en mi cabeza...,Huh? There's a voice ringing in my head...,Hã? Tem uma voz ecoando na minha cabeça…,嗯？有个声音在我脑子里回响……
DLG9_1760394027,¿Quién eres?,Who are you?,Quem é você?,你是谁？
DLG10_1760394027,Soy la guardiana del Xibalbá.,I am the guardian of Xibalbá.,Eu sou o guardião de Xibalba.,我是希巴尔巴的守护者。
DLG12_1760394027,Ya veo... así que eres tú...,I see... so it's you...,Entendi... então é você…,我明白了……原来是你……
DLG13_1760394027,No te percibo tan sorprendida...,You don't seem that surprised...,Você não parece muito surpreso…,你看起来一点都不惊讶……
DLG15_1760394027,No es como si fuera la primera vez que estoy hablando con un Toziuha.,It's not like this is the first time I've spoken to a Toziuha.,Não é como se esta fosse a primeira vez que falo com um Toziuha.,这又不是我第一次和托祖哈说话。
DLG15B_1760394027,Te he pagado un tributo porque quiero respuestas.,I have paid you tribute because I want answers.,Prestei homenagem a você porque quero respostas.,我向你献上贡品，是因为我需要答案。
DLG15C_1760394027,¿Cuál es el objetivo de Ahalcaná?,What is Ahalcaná's goal?,Qual é o objetivo de Ahalcaná?,阿尔卡那的目的究竟是什么？
DLG15D_1760394027,Él… busca salir del inframundo.,He... seeks to leave the underworld.,Ele... busca deixar o submundo.,他……正在寻求离开冥界。
DLG15E_1760394027,¿Qué? ¿Acaso ya no había salido?,What? Hasn't he already left?,O quê? Ele já não foi embora?,什么？难道他不是已经出来了吗？
DLG15F_1760394027,"Sé que te has encontrado con Ahalcaná, [color=yellow]pero solo es una ilusión.[/color]","I know you have encountered Ahalcaná, [color=yellow]but it is only an illusion.[/color]","Eu sei que você já se deparou com Ahalcaná, [color=yellow]mas é apenas uma ilusão.[/color]",我知道你已经遇见过阿尔卡那，[color=yellow]但那不过只是幻象。[/color]
DLG15G_1760394027,[color=yellow]Su poder sigue encerrado en el Xibalbá.[/color],[color=yellow]His power remains sealed in Xibalbá.[/color],[color=yellow]O poder dele permanece selado em Xibalba.[/color],[color=yellow]他的力量依然被封印在希巴尔巴之中。[/color]
DLG15H_1760394027,De hecho es así con todos los Toziuha.,"In fact, this is true of all Toziuha.","Na verdade, isso se aplica a todos os Toziuha.",事实上，所有托祖哈都是如此。
DLG15I_1760394027,Es una de las cosas que nos diferencia de cualquier demonio.,It's one of the things that sets us apart from any demon.,É uma das coisas que nos diferencia de qualquer demônio.,这也是我们与普通恶魔不同的地方之一。
DLG15J_1760394027,Te has dado cuenta eh…,"You've noticed, eh...","Você percebeu, né... ",你倒是已经注意到了啊……
DLG15K_1760394027,Eres más inteligente de lo que pensaba.,You're smarter than I thought.,Você é mais inteligente do que eu pensava.,你比我想象中聪明。
DLG18_1760394027,Te he pagado un tributo porque necesito de tu ayuda...,I have paid you tribute because I need your help...,Te prestei homenagem porque preciso da tua ajuda...,我向你献上贡品，是因为我需要你的帮助……
DLG20_1760394027,Me enteré que Ahalcaná está cerca de lograr su objetivo... ,I heard that Ahalcaná is close to achieving his goal... ,Ouvi dizer que Ahalcaná está perto de atingir seu objetivo…,我听说阿尔卡那已经快要达成他的目的了……
DLG20B_1760394027,Es cuestión de tiempo para que su poder sea completamente restaurado.,It’s only a matter of time before his power is fully restored.,É apenas uma questão de tempo até que seu poder seja totalmente restaurado.,他的力量完全恢复，只是时间问题。
DLG21_1760394027,Yo lo detendré.,I will stop him.,Eu o impedirei.,我会阻止他。
DLG22_1760394027,"Vaya, vaya... Una mujer muy decidida, aunque esté diciendo disparates.","Well, well... A very determined woman, even if she is talking nonsense.","Ora, ora… Uma mulher muito determinada, mesmo que esteja falando bobagens.",哎呀呀……真是个意志坚定的女人，哪怕你说的全是胡话。
DLG23_1760394027,Normalmente no dejaría pasar a un humano al Xibalbá...,"Normally, I would not allow a human to enter Xibalbá...","Normalmente, eu não permitiria que um humano entrasse em Xibalba…",照理说，我本不该允许人类进入希巴尔巴……
DLG27_1760394027,Pero [color=yellow]los descendientes del rey Dirián[/color] te tienen en alta estima...,But [color=yellow]the descendants of King Dirián[/color] hold you in high esteem...,Mas [color=yellow]os descendentes do Rei Dirián[/color] têm você em alta consideração...,不过[color=yellow]迪里安王的后裔们[/color]对你评价极高……
DLG28_1760394027,"Le debía un favor, así que por esta vez lo permitiré.","I owed him a favor, so I will allow it this once.","Eu te devia um favor, então vou permitir desta vez.",我欠他一个人情，所以这一次我会允许。
DLG31_1760394027,"Deja que llegue hacia Ahalcaná, yo me haré cargo del resto.","Let him reach Ahalcaná, I will take care of the rest.","Deixe-o chegar a Ahalcana, eu cuidarei do resto.",让她去见阿尔卡那，剩下的事交给我。
DLG32_1760394027,Pues que así sea...,So be it...,Assim seja...,那就这样吧……
DLG33_1760394027,Y más te vale no fallar...,And you'd better not fail...,E é melhor você não falhar…,不过你最好别失败……
DLG34_1760394027,"[color=yellow]De lo contrario, te haré sufrir por el resto de la eternidad.[/color]","[color=yellow]Otherwise, I will make you suffer for the rest of eternity.[/color]","[color=yellow]Caso contrário, farei você sofrer pelo resto da eternidade.[/color] ",[color=yellow]否则，我会让你永生永世受苦。[/color]
DLG2_1760476923,Annette... detente... no quiero hacerte daño...,Annette... stop... I don't want to hurt you...,Annette... pare... eu não quero te machucar... ,安妮特……停下……我不想伤害你……
DLG3_1760476923,¿Ah? ¿Qué tonterías dices?,Huh? What nonsense are you talking about?,Hein? Que absurdo é esse que você está falando?,嗯？你在说什么蠢话？
DLG5_1760476923,¡Cállate! ¡Cállate! ¡Cállate de una maldita vez!,"Shut up! Shut up! Shut up, damn it!","Cala a boca! Cala a boca! Cala a boca, droga!",闭嘴！闭嘴！闭嘴啊，混账！
DLG6_1760476923,Tú... pagarás... con tu vida...,You... will pay... with your life...,Você... pagará... com a sua vida…,你……要用命来偿还……
